,index,Tags,text,top3_topic_scibert,top3_topic,top3_topic_scibert_str,top3_descricao,top3_tags_descricao,mean_similarity_top3_descricao,top4_topic_scibert,top4_topic,top4_topic_scibert_str,top4_descricao,top4_tags_descricao,mean_similarity_top4_descricao,top5_topic_scibert,top5_topic,top5_topic_scibert_str,top5_descricao,top5_tags_descricao,mean_similarity_top5_descricao
576,a2a924b871b1c96d.json,"['name:transcriptomics', 'name:singlecell', 'name:training']","['Wendi Bacon', 'Julia Jakiela', 'Copy of Generating a single cell matrix using Alevin 1.9 shared by user ksuderman', 'Read 1 - containing cell barcode & UMI', 'Input dataset', 'Read 2 - containing transcript', 'Input dataset', 'Mus_musculus.GRCm38.cdna.all.fa', 'Input dataset', 'Mus_musculus.GRCm38.100.gtf.gz', 'Input dataset', 'GTF2GeneList', 'feature_annotation', 'fasta_output', 'gtf2gene_list', 'GTF2GeneList', 'feature_annotation', 'fasta_output', 'gtf2gene_list', 'optional', 'optional', 'optional', 'Alevin', 'quants_mat_mtx', 'quants_mat_gz', 'quants_mat_cols_txt', 'quants_mat_rows_txt', 'quants_tier_mat', 'featureDump_txt', 'raw_cb_frequency_txt', 'whitelist_txt', 'salmon_quant_log', 'alevin', 'optional', 'optional', 'optional', 'Alevin', 'quants_mat_mtx', 'quants_mat_gz', 'quants_mat_cols_txt', 'quants_mat_rows_txt', 'quants_tier_mat', 'featureDump_txt', 'raw_cb_frequency_txt', 'whitelist_txt', 'salmon_quant_log', 'alevin', 'Droplet barcode rank plot', 'plot_file', 'thresholds_file', 'droplet_barcode_plot', 'Droplet barcode rank plot', 'plot_file', 'thresholds_file', 'droplet_barcode_plot', 'salmonKallistoMtxTo10x', 'genes_out', 'barcodes_out', 'matrix_out', 'salmon_kallisto_mtx_to_10x', 'Join two Datasets', 'out_file1', 'Cut', 'out_file1', 'DropletUtils Read10x', 'output_rds', 'dropletutils_read_10x', 'DropletUtils emptyDrops', 'output_rdata', 'output_txt', 'dropletutils_empty_drops', 'SCEasy convert', 'output_anndata', 'sceasy_convert', 'name:transcriptomics', 'name:singlecell', 'name:training', 'runtime parameter for tool Alevin', 'runtime parameter for tool Alevin', 'runtime parameter for tool Alevin', 'runtime parameter for tool Alevin', 'runtime parameter for tool Alevin', 'runtime parameter for tool Alevin', 'Read 1 - containing cell barcode & UMI', 'Read 2 - containing transcript', 'Mus_musculus.GRCm38.cdna.all.fa', 'Mus_musculus.GRCm38.100.gtf.gz', 'Transcript-gene mapping', 'Gene information', 'Alevin  Processed', 'Alevin - no processing', 'Droplet rank plot - Alevin barcodes', 'Droplet rank plot - raw barcodes', 'Annotated Gene Table', 'Emptied-Object', 'Emptied-Tabular Output', 'N701-400k-AnnData', 'N701-400k-AnnData']","['wendi', 'sceasy', 'matrix_out', 'julia', 'jakiela', 'convert', 'bacon', '', '', '']",-1,wendi sceasy matrix_out julia jakiela convert bacon   ,"[133, 295, 493]","[['systemsbiology', 'networkanalysis'], [], []]",0.8137262,"['singlecell', 'sceasy', 'wendi', 'matrix_out', 'genes_out', 'emptydrops', 'convert', 'bacon', 'dropletutils', 'name']",-1,singlecell sceasy wendi matrix_out genes_out emptydrops convert bacon dropletutils name,"[996, 230, 475, 516]","[['ChIP', 'Mouse', 'MACS', 'Illumina'], ['name:transcriptomics', 'name:singlecell', 'name:training'], ['ATACseq'], []]",0.8691416,"['singlecell', 'sceasy', 'matrix_out', 'genes_out', 'convert', 'transcript', 'name', 'read', 'containing', '']",-1,singlecell sceasy matrix_out genes_out convert transcript name read containing ,"[747, 332, 708, 573, 100]","[[], [], [], [], ['RNAseq']]",0.86490047
577,5ad1bcc7e3edd504.json,[],"['Galaxy101-2015', 'Exons', 'Input dataset', 'Features', 'Input dataset', 'Join', 'output', 'join', 'Group', 'out_file1', 'Sort', 'out_file1', 'Select first', 'out_file1', 'Compare two Datasets', 'out_file1']","['out_file1', 'output', '', '', '', '', '', '', '', '']",0,out_file1 output        ,"[943, 418, 985]","[[], [], []]",0.9999998,"['out_file1', 'output', '', '', '', '', '', '', '', '']",0,out_file1 output        ,"[728, 34, 985, 685]","[[], [], [], []]",0.9999998,"['out_file1', 'output', '', '', '', '', '', '', '', '']",0,out_file1 output        ,"[34, 418, 685, 513, 970]","[[], [], [], ['kaffashow'], []]",0.9999998
578,d87b4e14e8e1d39e.json,[],"['Serifat\\', 'Exons', 'Input dataset', 'SNPs', 'Input dataset', 'input1', 'input2', 'Join', 'output', 'join', 'input1', 'Group', 'out_file1', 'input', 'Sort', 'out_file1', 'input', 'Select first', 'out_file1', 'input1', 'input2', 'Compare two Datasets', 'out_file1', 'runtime parameter for tool Join', 'runtime parameter for tool Join', 'runtime parameter for tool Group', 'runtime parameter for tool Sort', 'runtime parameter for tool Select first', 'runtime parameter for tool Compare two Datasets', 'runtime parameter for tool Compare two Datasets', 'Exons', 'Features']","['tool', 'runtime', 'parameter', 'for', 'two', 'datasets', 'compare', 'join', 'sort', 'select']",0,tool runtime parameter for two datasets compare join sort select,"[292, 461, 322]","[[], [], ['aptamer', 'SELEX']]",0.969073,"['tool', 'runtime', 'parameter', 'for', 'two', 'datasets', 'compare', 'join', 'sort', 'select']",0,tool runtime parameter for two datasets compare join sort select,"[461, 528, 322, 718]","[[], [], ['aptamer', 'SELEX'], []]",0.9508804,"['tool', 'runtime', 'parameter', 'for', 'two', 'datasets', 'compare', 'join', 'sort', 'select']",0,tool runtime parameter for two datasets compare join sort select,"[503, 461, 292, 778, 950]","[[], [], [], [], ['aptamer', 'SELEX']]",0.9865595
579,4be28cd3b398e0d6.json,[],"['Homework 4 part 2', 'toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2', 'Input Dataset', 'Input dataset', 'toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1']","['Homework 4 part 2', 'toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2', 'Input Dataset', 'Input dataset', 'toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1']",,Homework 4 part 2 toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2 Input Dataset Input dataset toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,"[773, 68, 996]","[[], [], ['ChIP', 'Mouse', 'MACS', 'Illumina']]",0.79821825,"['Homework 4 part 2', 'toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2', 'Input Dataset', 'Input dataset', 'toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1']",,Homework 4 part 2 toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2 Input Dataset Input dataset toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,"[773, 926, 380, 867]","[[], [], [], []]",0.7733048,"['Homework 4 part 2', 'toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2', 'Input Dataset', 'Input dataset', 'toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1']",,Homework 4 part 2 toolshed.g2.bx.psu.edu/repos/devteam/sam_merge/sam_merge2/1.1.2 Input Dataset Input dataset toolshed.g2.bx.psu.edu/repos/devteam/macs/peakcalling_macs/1.0.1,"[773, 744, 482, 898, 3]","[[], [], [], [], ['variant', 'snps', 'human']]",0.74599123
580,18c6e87a884fb5ed.json,[],"['Daniel Leon Nahmias', 'exom_trio_best_workflow_ever', 'mom_R1(FASTQ)', 'Input dataset', 'mom_R2(FASTQ)', 'Input dataset', 'dad_R1(FASTQ)', 'Input dataset', 'dad_R2(FASTQ)', 'Input dataset', 'proband_R1(FASTQ)', 'Input dataset', 'proband_R2(FASTQ)', 'Input dataset', 'dbSNP', 'Input dataset', 'adapters', 'contaminants', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'adapters', 'contaminants', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trim Galore!', 'trimmed_reads_pair1', 'trimmed_reads_pair2', 'trim_galore', 'adapters', 'contaminants', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'adapters', 'contaminants', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trim Galore!', 'trimmed_reads_pair1', 'trimmed_reads_pair2', 'trim_galore', 'adapters', 'contaminants', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trim Galore!', 'trimmed_reads_pair1', 'trimmed_reads_pair2', 'trim_galore', 'adapters', 'contaminants', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'Map with BWA-MEM', 'bam_output', 'bwa', 'Map with BWA-MEM', 'bam_output', 'bwa', 'samtools mpileup', 'output_file_pu', 'samtools_mpileup', 'VarScan mpileup', 'output', 'varscan_mpileup', 'SnpSift Annotate', 'output', 'snpsift', 'intervals', 'transcripts', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'snpeff', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool SnpEff eff:', 'runtime parameter for tool SnpEff eff:', 'mom_R1(FASTQ)', 'mom_R2(FASTQ)', 'dad_R1(FASTQ)', 'dad_R2(FASTQ)', 'proband_R1(FASTQ)', 'proband_R2(FASTQ)', 'dbSNP', 'FastQC_mom_R1', 'FastQC on input dataset(s): Webpage_mom_R1', 'FastQC_mom_R2', 'FastQC on input dataset(s): HTML_mom_R2', 'Mom_Trim', 'mom_clean_R1', 'mom_clean_R2', 'FastQC_dad_R1', 'FastQC on input dataset(s): Webpage_dad_R1', 'FastQC_dad_R2', 'FastQC on input dataset(s): HTML_dad_R2', 'Dad_Trim', 'dad_clean_R2', 'dad_clean_R1', 'FastQC_proband_R1', 'FastQC on input dataset(s): HTML_proband_R1', 'Proband_Trim', 'proband_clean_R2', 'proband_clean_R1', 'FastQC_proband_R2', 'FastQC on input dataset(s): Webpage_proband_R2', 'maping_Mom', 'Map_MOM', 'maping_Dad', 'Map_dad', 'maping_proband', 'map_proband', 'Super_Happy_family_mpileup', 'mpileup_Mom_Dad_Proband', 'varScan', 'snpsift_fam', 'final_result_for_exel', 'SnpEff eff: on input dataset(s) - stats', 'ExomResult']","['samtools', 'super_happy_family_mpileup', 'fastqc_mom_r2', 'mpileup', '', '', '', '', '', '']",-1,samtools super_happy_family_mpileup fastqc_mom_r2 mpileup      ,"[680, 224, 217]","[[], [], []]",0.88687927,"['samtools', 'samtools_mpileup', 'dad_trim', 'mpileup', '', '', '', '', '', '']",-1,samtools samtools_mpileup dad_trim mpileup      ,"[2, 804, 238, 482]","[[], [], [], []]",0.8592652,"['samtools_mpileup', 'samtools', 'mpileup_mom_dad_proband', 'super_happy_family_mpileup', 'fastqc_mom_r2', 'fastqc_dad_r2', 'mpileup', '', '', '']",-1,samtools_mpileup samtools mpileup_mom_dad_proband super_happy_family_mpileup fastqc_mom_r2 fastqc_dad_r2 mpileup   ,"[2, 1004, 303, 935, 224]","[[], ['COVID-19', 'ARTIC', 'covid19.galaxyproject.org'], [], [], []]",0.84198713
581,38f5ab09779a6495.json,[],"['Best with HaploGATK: GATK b37 unified genotyper (old)', 'Normal Cryo Forward', 'Input dataset', 'Normal Cryo Reverse', 'Input dataset', 'dbSNP ', 'Input dataset', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'Map with BWA for Illumina', 'output', 'bwa_wrappers', 'Filter SAM', 'out_file1', 'sam_bitwise_flag_filter', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'rgPicardMarkDups', 'gatk_count_covariates', 'gatk_table_recalibration', 'gatk_analyze_covariates', 'gatk_count_covariates', 'gatk_realigner_target_creator', 'gatk_analyze_covariates', 'gatk_indel_realigner', 'rgPicFixMate', 'gatk_unified_genotyper', 'gatk_variant_annotator']","['rgpicfixmate', '', '', '', '', '', '', '', '', '']",-1,rgpicfixmate         ,"[683, 756, 133]","[[], [], ['systemsbiology', 'networkanalysis']]",0.81792504,"['input', 'dataset', 'output_file', 'output1', 'output', 'out_file1', 'dbsnp', '', '', '']",0,input dataset output_file output1 output out_file1 dbsnp   ,"[61, 136, 842, 538]","[[], [], [], []]",0.93361014,"['input', 'dataset', 'output_file', 'output1', 'output', 'out_file1', 'dbsnp', '', '', '']",0,input dataset output_file output1 output out_file1 dbsnp   ,"[61, 136, 538, 766, 979]","[[], [], [], [], []]",0.93054736
582,b04989efde68dee2.json,[],"['20210810 preprocessing for DESeq2', 'R1.fastq.gz', 'Input dataset', 'R2.fastq.gz', 'Input dataset', 'rat ref.genome', 'Input dataset', 'readtype', 'readtype', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'HISAT2', 'output_alignments', 'hisat2', 'featureCounts', 'output_short', 'output_summary', 'featurecounts', 'runtime parameter for tool Trimmomatic', 'runtime parameter for tool Trimmomatic', 'R1.fastq.gz', 'R2.fastq.gz', 'rat ref.genome']","['gz', 'fastq', 'input', 'dataset', 'genome', 'ref', 'hisat2', 'featurecounts', 'r1', 'r2']",0,gz fastq input dataset genome ref hisat2 featurecounts r1 r2,"[373, 952, 678]","[[], [], []]",0.8918092,"['fastq', 'gz', 'dataset', 'input', 'ref', 'featurecounts', 'hisat2', 'genome', 'r1', 'r2']",0,fastq gz dataset input ref featurecounts hisat2 genome r1 r2,"[747, 487, 877, 742]","[[], [], [], []]",0.8852689,"['gz', 'fastq', 'input', 'dataset', 'genome', 'ref', 'hisat2', 'featurecounts', 'r1', 'r2']",0,gz fastq input dataset genome ref hisat2 featurecounts r1 r2,"[53, 704, 747, 678, 487]","[[], [], [], [], []]",0.89051324
583,183254b3565bcb04.json,[],"['Simon Bray', 'MMGBSA calculations with GROMACS (release v0.1.1)', 'Salt concentration', 'Input parameter', 'Number of simulations', 'Input parameter', 'Apoprotein PDB', 'Input dataset', 'Water model', 'Input parameter', 'pH', 'Input parameter', 'Force field', 'Input parameter', 'Ligand SDF', 'Input dataset', 'NVT equilibration steps', 'Input parameter', 'NPT equilibration steps', 'Input parameter', 'Production steps', 'Input parameter', 'Compose text parameter value', 'out1', 'compose_text_param', 'Create GRO and TOP complex files', 'Simon Bray', 'Create GRO and TOP complex files', 'Ligand SDF', 'Input dataset', 'pH', 'Input parameter', 'Apoprotein PDB', 'Input dataset', 'Water model', 'Input parameter', 'Force field', 'Input parameter', 'Descriptors', 'outfile', 'ctb_rdkit_descriptors', 'Compound conversion', 'outfile', 'openbabel_compound_convert', 'pdb_input', 'GROMACS initial setup', 'output1', 'output2', 'output3', 'report', 'gmx_setup', 'Cut', 'out_file1', 'Search in textfiles', 'output', 'text_processing', 'Parse parameter value', 'integer_param', 'AnteChamber', 'output1', 'ambertools_antechamber', 'Generate MD topologies for small molecules', 'output', 'gro_output', 'ambertools_acpype', 'Merge GROMACS topologies', 'complex_top', 'complex_gro', 'gmx_merge_topology_files', 'Create text file', 'outfile', 'text_processing', 'GROMACS structure configuration', 'output', 'gmx_editconf', 'Split file', 'list_output_txt', 'split_file_to_collection', 'Parse parameter value', 'float_param', 'GROMACS solvation and adding ions', 'output1', 'output2', 'gmx_solvate', 'GROMACS energy minimization', 'output1', 'output2', 'report', 'gmx_em', 'Convert Parameters', 'prmtop_ligand', 'prmtop_receptor', 'prmtop_complex', 'prmtop_solvatedcomplex', 'parmconv', 'inps', 'inps', 'GROMACS simulation', 'output1', 'output4', 'output5', 'report', 'gmx_sim', 'inps', 'GROMACS simulation', 'output1', 'output4', 'output5', 'report', 'gmx_sim', 'inps', 'GROMACS simulation', 'output1', 'output4', 'output8', 'report', 'gmx_sim', 'MDTraj file converter', 'output', 'md_converter', 'MMPBSA/MMGBSA', 'tempfiles', 'resultoutfile', 'parameteroutfile', 'mmpbsa_mmgbsa', 'Search in textfiles', 'output', 'text_processing', 'Collapse Collection', 'output', 'collapse_collections', 'Cut', 'out_file1', 'Summary Statistics', 'out_file1', 'runtime parameter for tool GROMACS initial setup', 'runtime parameter for tool GROMACS simulation', 'runtime parameter for tool GROMACS simulation', 'runtime parameter for tool GROMACS simulation', 'runtime parameter for tool GROMACS simulation', 'Salt concentration', 'Number of simulations', 'Apoprotein PDB', 'Water model', 'pH', 'Force field', 'Ligand SDF', 'NVT equilibration steps', 'NPT equilibration steps', 'Production steps', 'Ligand SDF', 'pH', 'Apoprotein PDB', 'Water model', 'Force field', 'Position restraints file', 'Complex topology', 'Complex GRO', 'GROMACS setup (ITP) on input dataset(s)', 'Complex topology', 'Complex GRO', 'GRO files', 'XTC files', 'MMGBSA statistics', 'MMGBSA free energy']","['merge', 'collection', 'collapse_collections', 'collapse', 'topologies', 'gromacs', '', '', '', '']",-1,merge collection collapse_collections collapse topologies gromacs    ,"[817, 787, 333]","[['ChIP'], [], []]",0.8489707,"['parameter', 'output', 'output1', 'mdtraj', 'integer_param', 'prmtop_complex', 'pdb_input', 'parameteroutfile', 'merge', 'structure']",-1,parameter output output1 mdtraj integer_param prmtop_complex pdb_input parameteroutfile merge structure,"[65, 347, 584, 415]","[[], [], [], []]",0.87209964,"['cut', 'gromacs', 'output', 'descriptors', 'solvation', 'prmtop_solvatedcomplex', 'pdb_input', 'merge', 'mdtraj', 'ions']",-1,cut gromacs output descriptors solvation prmtop_solvatedcomplex pdb_input merge mdtraj ions,"[878, 512, 935, 842, 88]","[[], ['Polymorphism', 'Hg19', 'Courseraproject'], [], [], []]",0.85252696
584,865d2cc4d14ec7e1.json,[],"['Variant Call Dad Mom Kid trio MiSeq ref hg19', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'Map with BWA-MEM', 'bam_output', 'bwa', 'Map with BWA-MEM', 'bam_output', 'bwa', 'Map with BWA-MEM', 'bam_output', 'bwa', 'SortSam', 'outFile', 'picard', 'SortSam', 'outFile', 'picard', 'SortSam', 'outFile', 'picard', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'AddOrReplaceReadGroups', 'outFile', 'picard', 'FreeBayes', 'output_vcf', 'freebayes', 'FreeBayes', 'output_vcf', 'freebayes', 'FreeBayes', 'output_vcf', 'freebayes', 'VCFcombine:', 'out_file1', 'vcfcombine', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'VCFfilter:', 'out_file1', 'vcffilter', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'Group', 'out_file1', 'Sort', 'outfile', 'text_processing']","['fastqc', 'outfile', '', '', '', '', '', '', '', '']",-1,fastqc outfile        ,"[790, 214, 628]","[[], [], []]",0.8680436,"['vcffilter', 'dataset', 'fastqc', 'input', 'outfile', 'picard', 'out_file1', 'output_file', 'fastq', 'fastq_groomer']",0,vcffilter dataset fastqc input outfile picard out_file1 output_file fastq fastq_groomer,"[237, 977, 435, 933]","[[], [], [], []]",0.94394445,"['groomer', 'fastq', '', '', '', '', '', '', '', '']",-1,groomer fastq        ,"[160, 361, 698, 824, 132]","[[], [], [], [], []]",0.8671228
585,049e6609da2b67c4.json,[],"[""'Candidate Number 8941: ngs-genmed-bioinformatics-assesment. Apr2019'"", 'annotation.bed', 'Input dataset', 'NGS0001.R1.fastq.q', 'Input dataset', 'NGS0001.R2.fastq.q', 'Input dataset', 'SnpEff databases:', 'snpeff_dbs', 'snpeff', 'SnpEff download:', 'snpeff_db', 'snpeff', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'Flagstat', 'output1', 'samtools_flagstat', 'Flagstat', 'output1', 'samtools_flagstat', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'IdxStats', 'output', 'samtools_idxstats', 'CollectInsertSizeMetrics', 'outFile', 'histFile', 'picard', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'FreeBayes', 'output_vcf', 'freebayes', 'Sort', 'out_file1', 'VCFfilter:', 'out_file1', 'vcffilter', 'Summary Statistics', 'out_file1', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'snpeff', 'Filter', 'out_file1', 'Filter', 'out_file1']","['candidate', 'bioinformatics', 'metrics_file', 'idxstats', 'genmed', 'depth', 'coverage', 'compute', 'of', 'breadth']",-1,candidate bioinformatics metrics_file idxstats genmed depth coverage compute of breadth,"[289, 243, 670]","[[], [], []]",0.8925659,"['candidate', 'collectinsertsizemetrics', 'table_annovar', 'summary', 'statsfile', 'statistics', 'of', 'number', 'ngs', 'metrics_file']",-1,candidate collectinsertsizemetrics table_annovar summary statsfile statistics of number ngs metrics_file,"[108, 600, 352, 80]","[[], [], [], ['COVID-19', 'covid19.galaxyproject.org']]",0.9064323,"['apr2019', 'assesment', 'summary', 'statsfile', 'statistics', 'table_annovar', 'number', 'ngs', 'metrics_file', 'idxstats']",-1,apr2019 assesment summary statsfile statistics table_annovar number ngs metrics_file idxstats,"[306, 511, 593, 720, 789]","[[], [], ['ATACseq'], [], []]",0.89422023
586,8b7e03f09b0183d9.json,[],"['test2', 'FASTQ to FASTA', 'output_file', 'fastqtofasta', 'ClustalW', 'output', 'outlog', 'clustalw', 'ClustalW', 'output', 'outlog', 'clustalw', 'Compute sequence length', 'output', 'fasta_compute_length']","['fastqtofasta', 'outlog', '', '', '', '', '', '', '', '']",-1,fastqtofasta outlog        ,"[446, 103, 425]","[[], [], []]",0.81046724,"['to', 'sequence', 'length', 'fastqtofasta', 'fastq', 'fasta_compute_length', 'fasta', 'compute', '', '']",0,to sequence length fastqtofasta fastq fasta_compute_length fasta compute  ,"[209, 239, 603, 446]","[['for'], [], [], []]",0.83113927,"['fastqtofasta', 'output_file', 'outlog', 'output', 'clustalw', '', '', '', '', '']",-1,fastqtofasta output_file outlog output clustalw     ,"[88, 54, 614, 797, 653]","[[], [], [], [], []]",0.8636775
587,b18a41e364650fee.json,[],"['trimmomatic', 'Input dataset', 'Input dataset', 'input_file', 'input_type', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'input_file', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'paired_end', 'Trimmomatic', 'fastq_out', 'trimmomatic', 'paired_end', 'Trimmomatic', 'fastq_out', 'trimmomatic', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'input', 'Reverse-Complement', 'output', 'fastx_reverse_complement', 'paired_end', 'Trimmomatic', 'fastq_out', 'trimmomatic', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'input1', 'Concatenate datasets', 'out_file1', 'runtime parameter for tool FASTQ Groomer', 'runtime parameter for tool FASTQ Groomer', 'runtime parameter for tool FASTQ Groomer', 'runtime parameter for tool Trimmomatic', 'runtime parameter for tool Trimmomatic', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Reverse-Complement', 'runtime parameter for tool Trimmomatic', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Concatenate datasets']","['tool', 'runtime', 'parameter', 'for', 'trimmomatic', 'fastqc', 'groomer', 'fastq', 'paired_end', 'fastq_out']",0,tool runtime parameter for trimmomatic fastqc groomer fastq paired_end fastq_out,"[49, 743, 128]","[[], [], []]",0.91272384,"['reverse', 'complement', '', '', '', '', '', '', '', '']",-1,reverse complement        ,"[473, 660, 166, 786]","[[], ['illumina', 'virus', 'sirnas', 'viroid'], ['ATAC', 'hg19'], []]",0.8744894,"['tool', 'runtime', 'parameter', 'for', 'trimmomatic', 'fastqc', 'groomer', 'fastq', 'paired_end', 'fastq_out']",0,tool runtime parameter for trimmomatic fastqc groomer fastq paired_end fastq_out,"[355, 49, 912, 505, 939]","[[], [], [], [], ['rnaseq', 'tophat2', 'fastq', 'protein_interaction', 'miRNA_target_prediction', 'network_construction', 'de_genes', 'splice_variants']]",0.9087493
