,index,Tags,text,top3_topic_bert,top3_topic,top3_topic_bert_str,top3_descricao,top3_tags_descricao,mean_similarity_top3_descricao
523,c41272bceb3292d8.json,[],"['Marius van den Beek', 'IWC', 'Parallel Accession Down (release v0.1.3)', 'Run accessions', 'Input dataset', 'Split file', 'list_output_txt', 'split_file_to_collection', 'Parse parameter value', 'text_param', 'Faster Download and Extract Reads in FASTQ', 'list_paired', 'output_collection', 'output_collection_other', 'log', 'sra_tools', 'Apply rules', 'output', 'Apply rules', 'output', 'Run accessions', 'Split accessions to collection', 'to parameter', 'fasterq-dump', 'flatten paired output', 'Paired End Reads', 'flatten single end output', 'Single End Reads']","['reads', 'and', 'log', 'list_paired', 'in', 'file', 'fastq', 'faster', 'extract', 'download']",-1,reads and log list_paired in file fastq faster extract download,"[749, 757, 322]","[[], [], ['aptamer', 'SELEX']]",0.8885067
524,9238f7208033d0d6.json,[],"['ahmedbasudan-chr17project', 'Cancer or disease-causing genes', 'Input dataset', 'Polymorphic allelic loci', 'Input dataset', 'somatic mutations', 'Input dataset', 'CAG repeats', 'Input dataset', 'Intersect', 'output', 'intersect', 'Intersect', 'output', 'intersect', 'Intersect', 'output', 'intersect', 'Join two Datasets', 'out_file1', 'Join two Datasets', 'out_file1', 'Join two Datasets', 'out_file1']","['input', 'dataset', 'two', 'join', 'datasets', '', '', '', '', '']",0,input dataset two join datasets     ,"[384, 41, 180]","[['KEGG', 'pathway', 'gene', 'mapping', 'human'], [], []]",0.9651045
525,f365c53b5024d7f1.json,[],"['START_Workflow', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Intersect', 'output', 'intersect', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Concatenate datasets', 'out_file1', 'Intersect', 'output', 'intersect', 'Select', 'out_file1', 'Select', 'out_file1', 'Merge', 'output', 'merge', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Select', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Subtract', 'output', 'subtract', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Cut', 'out_file1', 'Cut', 'out_file1']","['input', 'dataset', 'filter', 'cut', 'output', 'intersect', 'compute', 'column_maker', 'select', 'subtract']",0,input dataset filter cut output intersect compute column_maker select subtract,"[904, 613, 735]","[[], ['SNP'], []]",0.9323935
526,ff3ade25b35f4893.json,"['COVID-19', 'covid19.galaxyproject.org']","['Wolfgang Maier', 'COVID-19: variation analysis reporting (release v0.1.3)', 'AF Filter', 'Input parameter', 'DP Filter', 'Input parameter', 'Variation data to report', 'Input dataset collection', 'DP_ALT Filter', 'Input parameter', 'gene products translations', 'Input dataset', 'Number of Clusters', 'Input parameter', 'Compose text parameter value', 'out1', 'compose_text_param', 'Compose text parameter value', 'out1', 'compose_text_param', 'SnpSift Filter', 'output', 'snpsift', 'SnpSift Extract Fields', 'output', 'snpsift', 'Replace column', 'outfile_replace', 'replace_column_by_key_value_file', 'Datamash', 'out_file', 'datamash_ops', 'Replace', 'outfile', 'text_processing', 'Replace', 'outfile', 'text_processing', 'Collapse Collection', 'output', 'collapse_collections', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Replace', 'outfile', 'text_processing', 'Filter', 'out_file1', 'Datamash', 'out_file', 'datamash_ops', 'Datamash', 'out_file', 'datamash_ops', 'Datamash', 'out_file', 'datamash_ops', 'Datamash', 'out_file', 'datamash_ops', 'Join', 'output', 'text_processing', 'Join', 'output', 'text_processing', 'Join', 'output', 'text_processing', 'Datamash', 'out_file', 'datamash_ops', 'Cut', 'out_file1', 'Join', 'output', 'text_processing', 'Cut', 'out_file1', 'Split file', 'list_output_tab', 'split_file_to_collection', 'Cut', 'out_file1', 'Replace', 'outfile', 'text_processing', 'Variant Frequency Plot', 'outfile', 'snpfreqplot', 'Sort', 'outfile', 'text_processing', 'Sort', 'outfile', 'text_processing', 'COVID-19', 'covid19.galaxyproject.org', 'AF Filter', 'DP Filter', 'Variation data to report', 'DP_ALT Filter', 'gene products translations', 'Number of Clusters', 'filtered_variants', 'filtered_extracted_variants', 'filtered_and_renamed_effects', 'collapsed_effects', 'highest_impact_effects', 'processed_variants_collection', 'variants_for_plotting', 'variant_frequency_plot', 'combined_variant_report', 'by_variant_report']","['highest_impact_effects', '', '', '', '', '', '', '', '', '']",-1,highest_impact_effects         ,"[102, 1011, 376]","[['COVID-19', 'covid19.galaxyproject.org'], [], []]",0.84049183
527,e12296df7cf33c69.json,['ChIP'],"['Lucille Delisle', 'ChIPseq_PE (release v0.2)', 'PE fastq input', 'Input dataset collection', 'adapter_forward', 'Input parameter', 'adapter_reverse', 'Input parameter', 'reference_genome', 'Input parameter', 'effective_genome_size', 'Input parameter', 'Cutadapt', 'out_pairs', 'report', 'cutadapt', 'Bowtie2', 'output', 'mapping_stats', 'bowtie2', 'bed_file', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'MACS2 callpeak', 'output_tabular', 'output_narrowpeaks', 'output_summits', 'output_treat_pileup', 'output_control_lambda', 'output_extra_files', 'macs2', 'Search in textfiles', 'output', 'text_processing', 'Wig/BedGraph-to-bigWig', 'out_file1', 'MultiQC', 'stats', 'plots', 'html_report', 'multiqc', 'ChIP', 'runtime parameter for tool Filter SAM or BAM, output SAM or BAM', 'PE fastq input', 'adapter_forward', 'adapter_reverse', 'reference_genome', 'effective_genome_size', 'Cutadapt (remove adapter + bad quality bases)', 'Bowtie2 map on reference', 'mapping stats', 'filter MAPQ30 concordent pairs', 'filtered BAM', 'Call Peaks with MACS2', 'MACS2 narrowPeak', 'MACS2 summits', 'MACS2 peaks', 'summary of MACS2', 'MACS2 report', 'Bigwig from MACS2', 'coverage from MACS2', 'MultiQC', 'MultiQC webpage', 'MultiQC on input dataset(s): Stats']","['v0', 'to', 'textfiles', 'search', 'release', 'in', 'chipseq_pe', 'wig', 'bedgraph', 'bigwig']",-1,v0 to textfiles search release in chipseq_pe wig bedgraph bigwig,"[777, 348, 591]","[['ChIP'], ['ChIP'], ['ChIP']]",0.93437004
528,eba52e61bef90dd3.json,[],"['Workflow Alvaro Benitez', 'Contenedor', 'Input dataset', 'Contenido', 'Input dataset', 'input1', 'input2', 'Join', 'output', 'join', 'input1', 'Group', 'out_file1', 'input', 'Sort', 'out_file1', 'input', 'Select first', 'out_file1', 'input1', 'input2', 'Compare two Datasets', 'out_file1', 'runtime parameter for tool Join', 'runtime parameter for tool Join', 'runtime parameter for tool Group', 'runtime parameter for tool Sort', 'runtime parameter for tool Select first', 'runtime parameter for tool Compare two Datasets', 'runtime parameter for tool Compare two Datasets', 'Contenedor', 'Contenido']","['out_file1', 'input', 'input1', 'contenedor', 'input2', 'dataset', 'contenido', 'join', 'benitez', 'workflow']",0,out_file1 input input1 contenedor input2 dataset contenido join benitez workflow,"[619, 177, 308]","[[], [], []]",0.93657064
529,ea69f4fbdbb88c71.json,[],"['Trim Reads Based on Quality (imported from uploaded file)', 'Input Dataset', 'Input dataset', 'aggregation_action', 'exclude_count', 'quality_score', 'score_comparison', 'step_size', 'trim_ends', 'window_size', 'FASTQ Quality Trimmer', 'output_file', 'fastq_trimmer_by_quality', 'max_num_deviants', 'max_quality', 'max_size', 'min_quality', 'min_size', 'paired_end', 'Filter FASTQ', 'output_file', 'fastq_filter', 'runtime parameter for tool FASTQ Quality Trimmer', 'runtime parameter for tool FASTQ Quality Trimmer', 'runtime parameter for tool FASTQ Quality Trimmer', 'runtime parameter for tool FASTQ Quality Trimmer', 'runtime parameter for tool FASTQ Quality Trimmer', 'runtime parameter for tool FASTQ Quality Trimmer', 'runtime parameter for tool FASTQ Quality Trimmer', 'runtime parameter for tool Filter FASTQ', 'runtime parameter for tool Filter FASTQ', 'runtime parameter for tool Filter FASTQ', 'runtime parameter for tool Filter FASTQ', 'runtime parameter for tool Filter FASTQ', 'runtime parameter for tool Filter FASTQ']","['fastq', 'for', 'tool', 'runtime', 'parameter', 'quality', 'trimmer', 'filter', 'dataset', 'input']",0,fastq for tool runtime parameter quality trimmer filter dataset input,"[9, 879, 885]","[[], [], []]",0.934196
530,d73c60e406aff265.json,[],"['Guerler', 'Intra-genome interaction prediction', 'Query FASTA', 'Input dataset', 'Cross reference', 'Input dataset', 'Split Fasta', 'splitted_fasta', 'splitfasta', 'db_source', 'db_source', 'db_source_cs219', 'db_source_cs219', 'HHsearch', 'output', 'hhsearch', 'Filter failed datasets', 'output', 'Extract element identifiers', 'output', 'collection_element_identifiers', 'SPRING Min-Z', 'output', 'spring_minz', 'DBKit Create', 'index', 'database', 'ffindex_dbkit_create', 'SPRING Model-All', 'models', 'log', 'spring_model_all', 'runtime parameter for tool HHsearch', 'runtime parameter for tool HHsearch', 'runtime parameter for tool HHsearch', 'runtime parameter for tool HHsearch', 'Query FASTA', 'Cross reference', 'output', 'SPRING min-Z Table']","['identifiers', 'extract', 'element', 'collection_element_identifiers', '', '', '', '', '', '']",-1,identifiers extract element collection_element_identifiers      ,"[980, 600, 375]","[['fasta', 'reformat', 'identifiers', 'datasets'], [], []]",0.87512636
531,0660a00407fc16a1.json,[],"[""Workflow constructed from history 'Diana Alakhmad,M2007005,Bioinformatics assessment history'"", 'NGS0001.R2.fastq.qz', 'Input dataset', 'NGS0001.R1.fastq.qz', 'Input dataset', 'annotation.bed', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'Samtools flagstat', 'output1', 'samtools_flagstat', 'Samtools flagstat', 'output1', 'samtools_flagstat', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'Samtools idxstats', 'output', 'samtools_idxstats', 'CollectInsertSizeMetrics', 'outFile', 'histFile', 'picard', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'FreeBayes', 'output_vcf', 'freebayes', 'Sort', 'out_file1', 'VCFfilter:', 'out_file1', 'vcffilter', 'SnpEff eff:', 'snpeff_output', 'statsFile', 'csvFile', 'snpeff', 'Summary Statistics', 'out_file1', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'Filter', 'out_file1', 'NGS0001.R2.fastq.qz', 'NGS0001.R1.fastq.qz', 'annotation.bed']","['idxstats', 'bedtools', 'bam_output', 'samtools', '', '', '', '', '', '']",-1,idxstats bedtools bam_output samtools      ,"[669, 303, 114]","[[], [], []]",0.9034267
532,2cbcfeb772f348c9.json,"['BCO', 'HTS', 'Testing', 'New', 'stuff']","['Charles Hadley King', 'Galaxy BioCompute Object Development Test', 'input', 'Input dataset', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'adapters', 'contaminants', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'adapters', 'contaminants', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'query_source', 'NCBI Accession Download', 'output', 'error_log', 'ncbi_acc_download', 'Map with BWA-MEM', 'bam_output', 'bwa', 'BCO', 'HTS', 'Testing', 'New', 'stuff', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool NCBI Accession Download', 'input', 'Input']","['test', 'object', 'ncbi_acc_download', 'mem', 'map', 'galaxy', 'development', 'with', 'biocompute', 'bwa']",-1,test object ncbi_acc_download mem map galaxy development with biocompute bwa,"[148, 262, 857]","[[], [], []]",0.8828931
533,9cc814d43379c2a6.json,[],"[""Workflow constructed from history 'Extract Workflow'"", 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Compute', 'out_file1', 'column_maker', 'Coverage', 'output', 'coverage', 'Coverage', 'output', 'coverage', 'Histogram', 'out_file1', 'histogram', 'Group', 'out_file1', 'Count', 'out_file1', 'Compute', 'out_file1', 'column_maker', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Plotting tool', 'out_file_pdf', 'out_file_png', 'xy_plot']","['input', 'dataset', 'coverage', 'output', 'histogram', 'filter', 'compute', 'xy_plot', 'tool', 'plotting']",0,input dataset coverage output histogram filter compute xy_plot tool plotting,"[678, 329, 954]","[[], [], ['SELEX', 'aptamer']]",0.90195054
534,e4f6b68301aafd38.json,[],"[""Workflow constructed from history 'Tutorial (Yodosha, 2014)'"", 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Cut', 'out_file1', 'Compute', 'out_file1', 'column_maker', 'Compute', 'out_file1', 'column_maker', 'Cut', 'out_file1', 'Intersect', 'output', 'intersect']","['input', 'dataset', 'intersect', 'cut', 'compute', 'yodosha', 'workflow', 'tutorial', 'output', 'history']",0,input dataset intersect cut compute yodosha workflow tutorial output history,"[329, 906, 947]","[[], [], ['ChIPseq', 'tutorial']]",0.9049103
535,623dcf47f7963700.json,[],"[""Workflow constructed from history 'ZARSA708 (Part I)'"", 'wt_H3K4me3_read1', 'Input dataset', 'wt_H3K4me3_read2', 'Input dataset', 'adapters', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'adapters', 'contaminants', 'input_file', 'limits', 'FastQC', 'html_file', 'text_file', 'fastqc', 'singlePaired', 'singlePaired', 'Trim Galore!', 'trimmed_reads_pair1', 'trimmed_reads_pair2', 'report_file', 'trim_galore', 'library', 'library', 'Bowtie2', 'output', 'mapping_stats', 'bowtie2', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool FastQC', 'runtime parameter for tool Trim Galore!', 'runtime parameter for tool Trim Galore!', 'runtime parameter for tool Bowtie2', 'runtime parameter for tool Bowtie2', 'wt_H3K4me3_read1', 'wt_H3K4me3_read2', 'FastQC 1', 'FastQC1 web', 'FastQC1', 'FastQC 2', 'FastQC2 web', 'FastQC2', 'Trim Galore!', 'Trimmed reads 1', 'Trimmed reads 2', 'Trimmed reads report', 'Bowtie2', 'Bowtie2 alignments', 'Bowtie2 mapping']","['bowtie2', 'reads', 'trimmed', 'adapters', 'html_file', 'text_file', 'limits', 'library', 'input_file', 'input']",0,bowtie2 reads trimmed adapters html_file text_file limits library input_file input,"[896, 632, 291]","[[], [], []]",0.9439335
536,4029a0c8fa23d375.json,[],"[""Workflow constructed from history 'genome assemblyQC'"", 'GCA_000146045.2_genomic.fna', 'Input dataset', 'Scerevisiae-INSC1019.flye.30x.fa', 'Input dataset', 'Scerevisiae-INSC1019.hifiasm.30x.fa', 'Input dataset', 'SRR13577847_subreads.30x.fastq.gz', 'Input dataset', 'in', 'reads', 'Quast', 'report_html', 'quast', 'operation_type', 'Meryl', 'read_db', 'meryl', 'mode', 'Merqury', 'qv_files', 'png_files', 'stats_files', 'merqury', 'mode', 'Merqury', 'qv_files', 'png_files', 'stats_files', 'merqury', 'mode', 'Merqury', 'qv_files', 'png_files', 'stats_files', 'merqury', 'mode', 'Merqury', 'qv_files', 'png_files', 'stats_files', 'merqury', 'mode', 'Merqury', 'qv_files', 'png_files', 'stats_files', 'merqury', 'mode', 'Merqury', 'qv_files', 'png_files', 'stats_files', 'merqury', 'runtime parameter for tool Quast', 'runtime parameter for tool Quast', 'runtime parameter for tool Meryl', 'runtime parameter for tool Merqury', 'runtime parameter for tool Merqury', 'runtime parameter for tool Merqury', 'runtime parameter for tool Merqury', 'runtime parameter for tool Merqury', 'runtime parameter for tool Merqury', 'GCA_000146045.2_genomic.fna', 'Scerevisiae-INSC1019.flye.30x.fa', 'Scerevisiae-INSC1019.hifiasm.30x.fa', 'SRR13577847_subreads.30x.fastq.gz']","['png_files', '30x', 'stats_files', 'mode', 'qv_files', 'dataset', 'fa', 'insc1019', 'input', 'scerevisiae']",0,png_files 30x stats_files mode qv_files dataset fa insc1019 input scerevisiae,"[716, 166, 234]","[[], ['ATAC', 'hg19'], ['COVID-19', 'ARTIC', 'ONT', 'covid19.galaxyproject.org']]",0.9160693
537,b72edafe11293d93.json,[],"['making a VCF file', 'FASTQ reads (Sanger format)', 'Input dataset', 'Input Dataset', 'Input dataset', 'Fasta reference genome', 'Input dataset', 'Candidate gene list (e.g. transcription factors)', 'Input dataset', 'input_file', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'input_file', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'input_file', 'FASTQ Summary Statistics', 'output_file', 'fastq_stats', 'genomeSource', 'paired', 'paired', 'Map with BWA for Illumina', 'output', 'bwa_wrappers', 'input_file', 'Boxplot', 'output_file', 'input1', 'Filter SAM', 'out_file1', 'sam_bitwise_flag_filter', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0', 'toolshed.g2.bx.psu.edu/repos/devteam/realigner_target_creator/gatk_realigner_target_creator/0.0.4', 'toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6', 'toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicardMarkDups/1.56.0', 'toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6', 'toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6', 'input', 'Create a BedGraph of genome coverage', 'output', 'bedtools', 'toolshed.g2.bx.psu.edu/repos/devteam/depth_of_coverage/gatk_depth_of_coverage/0.0.2', 'input', 'SnpSift Filter', 'output', 'snpeff', 'input', 'SnpSift Filter', 'output', 'snpeff', 'input', 'Filter', 'out_file1', 'input', 'SnpEff', 'output', 'statsFile', 'snpeff', 'runtime parameter for tool FASTQ Groomer', 'runtime parameter for tool FASTQ Groomer', 'runtime parameter for tool FASTQ Summary Statistics', 'runtime parameter for tool Map with BWA for Illumina', 'runtime parameter for tool Map with BWA for Illumina', 'runtime parameter for tool Map with BWA for Illumina', 'runtime parameter for tool Boxplot', 'runtime parameter for tool Filter SAM', 'runtime parameter for tool Create a BedGraph of genome coverage', 'runtime parameter for tool SnpSift Filter', 'runtime parameter for tool SnpSift Filter', 'runtime parameter for tool Filter', 'runtime parameter for tool SnpEff']","['candidate', 'statsfile', 'list', 'gene', 'transcription', 'factors', 'coverage', 'paired', 'of', 'bedgraph']",-1,candidate statsfile list gene transcription factors coverage paired of bedgraph,"[219, 779, 135]","[[], [], ['rnaseq']]",0.8907493
538,59659e3a065c642c.json,[],"['GATK Sporadic Cluster', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'Input Dataset', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'Map with BWA for Illumina', 'output', 'bwa_wrappers', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'ReorderSam', 'outFile', 'picard', 'toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_ARRG/1.56.0', 'toolshed.g2.bx.psu.edu/repos/devteam/picard/rgPicardMarkDups/1.56.0', 'toolshed.g2.bx.psu.edu/repos/devteam/realigner_target_creator/gatk_realigner_target_creator/0.0.4', 'toolshed.g2.bx.psu.edu/repos/devteam/indel_realigner/gatk_indel_realigner/0.0.6', 'toolshed.g2.bx.psu.edu/repos/devteam/count_covariates/gatk_count_covariates/0.0.5', 'toolshed.g2.bx.psu.edu/repos/devteam/table_recalibration/gatk_table_recalibration/0.0.5', 'toolshed.g2.bx.psu.edu/repos/devteam/unified_genotyper/gatk_unified_genotyper/0.0.6', 'VCFfilter:', 'out_file1', 'vcffilter']","['input', 'dataset', 'output_file', 'text_file', 'html_file', 'output1', 'output', 'outfile', 'out_file1', '']",0,input dataset output_file text_file html_file output1 output outfile out_file1 ,"[842, 400, 724]","[[], [], []]",0.991093
539,02d49c5f0d9aa010.json,[],"['HW5(Huvec)', 'FASTQ Groomer', 'output_file', 'fastq_groomer', 'FastQC:Read QC', 'html_file', 'fastqc', 'Remove sequencing artifacts', 'output', 'fastx_artifacts_filter', 'Filter by quality', 'output', 'fastq_quality_filter', 'Map with BWA for Illumina', 'output', 'bwa_wrappers', 'FastQC:Read QC', 'html_file', 'fastqc', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'toolshed.g2.bx.psu.edu/repos/devteam/picard/PicardASMetrics/1.56.0']","['sequencing', 'remove', 'artifacts', '', '', '', '', '', '', '']",-1,sequencing remove artifacts       ,"[604, 981, 918]","[[], [], []]",0.7812374
540,43c39bc86399188f.json,[],"[""Workflow constructed from history 'RNA-seq analysis Sandra Oz\\u00e1ez'"", 'contrast_definitions.txt', 'Input dataset', 'cDNA_GRCm38_m_musculus', 'Input dataset', 'GTF_GRCm38.99_m_musculus', 'Input dataset', 'accestion_list.txt', 'Input dataset', 'Convert CSV to tabular', 'tabular', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Advanced Cut', 'output', 'text_processing', 'Advanced Cut', 'output', 'text_processing', 'Advanced Cut', 'output', 'text_processing', 'Select last', 'outfile', 'text_processing', 'Select last', 'outfile', 'text_processing', 'Faster Download and Extract Reads in FASTQ', 'list_paired', 'output_collection', 'output_collection_other', 'log', 'sra_tools', 'Faster Download and Extract Reads in FASTQ', 'list_paired', 'output_collection', 'output_collection_other', 'log', 'sra_tools', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trim Galore!', 'trimmed_reads_single', 'report_file', 'trim_galore', 'Trim Galore!', 'trimmed_reads_single', 'report_file', 'trim_galore', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Salmon quant', 'output_quant', 'salmon', 'Salmon quant', 'output_quant', 'salmon', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Column join', 'tabular_output', 'collection_column_join', 'Filter Tabular', 'output', 'filter_tabular', 'Replace Text', 'outfile', 'text_processing', 'limma', 'outTables', 'outReport', 'limma_voom', 'Table Compute', 'table', 'table_compute', 'Table Compute', 'table', 'table_compute', 'Text transformation', 'output', 'text_processing', 'DAVID', 'out_file1', 'Table Compute', 'table', 'table_compute', 'DAVID', 'out_file1', 'contrast_definitions.txt', 'cDNA_GRCm38_m_musculus', 'GTF_GRCm38.99_m_musculus', 'accestion_list.txt']","['text_processing', 'table', 'fastqc', 'output', 'input', 'out_file1', 'txt', 'dataset', 'filter', 'cut']",0,text_processing table fastqc output input out_file1 txt dataset filter cut,"[63, 17, 498]","[[], [], ['COVID-19', 'covid19.galaxyproject.org']]",0.93755704
541,85637c4857d97929.json,['BAM'],"['Sort BAM', 'Input BAM file', 'Input dataset', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'Sort', 'out_file1', 'SAM-to-BAM', 'output1', 'sam_to_bam', 'BAM']","['sort', 'bam', '', '', '', '', '', '', '', '']",-1,sort bam        ,"[1012, 588, 333]","[[], [], []]",0.73513335
542,c978366ac25fed40.json,[],"['Workflow 1', 'Contenedor', 'Input dataset', 'Contenido', 'Input dataset', 'input1', 'input2', 'Join', 'output', 'join', 'input1', 'Group', 'out_file1', 'input', 'Sort', 'out_file1', 'infile', 'Select first', 'outfile', 'text_processing', 'input1', 'input2', 'Compare two Datasets', 'out_file1', 'runtime parameter for tool Join', 'runtime parameter for tool Join', 'runtime parameter for tool Group', 'runtime parameter for tool Sort', 'runtime parameter for tool Select first', 'runtime parameter for tool Compare two Datasets', 'runtime parameter for tool Compare two Datasets', 'Contenedor', 'Contenido']","['select', 'first', '', '', '', '', '', '', '', '']",-1,select first        ,"[418, 631, 231]","[[], [], []]",0.9233219
543,e6b803c1232cd08e.json,[],"[""Workflow constructed from history 'NGS_VariantAnalysis'"", 'annotation.bed', 'Input dataset', 'NGS0001.R1.fastq.gz', 'Input dataset', 'NGS0001.R2.fastq.gz', 'Input dataset', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Trimmomatic', 'fastq_out_r1_paired', 'fastq_out_r2_paired', 'fastq_out_r1_unpaired', 'fastq_out_r2_unpaired', 'trimmomatic', 'FastQC', 'html_file', 'text_file', 'fastqc', 'FastQC', 'html_file', 'text_file', 'fastqc', 'Map with BWA-MEM', 'bam_output', 'bwa', 'MarkDuplicates', 'metrics_file', 'outFile', 'picard', 'Filter SAM or BAM, output SAM or BAM', 'output1', 'samtool_filter2', 'Samtools flagstat', 'output1', 'samtools_flagstat', 'Samtools flagstat', 'output1', 'samtools_flagstat', 'BAM-to-SAM', 'output1', 'bam_to_sam', 'Samtools idxstats', 'output', 'samtools_idxstats', 'CollectInsertSizeMetrics', 'outFile', 'histFile', 'picard', 'Compute both the depth and breadth of coverage', 'output', 'bedtools', 'FreeBayes', 'output_vcf', 'freebayes', 'Sort', 'out_file1', 'VCFfilter:', 'out_file1', 'vcffilter', 'Summary Statistics', 'out_file1', 'ANNOVAR Annotate VCF', 'output', 'table_annovar', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'Filter', 'out_file1', 'annotation.bed', 'NGS0001.R1.fastq.gz', 'NGS0001.R2.fastq.gz']","['vcffilter', 'the', 'samtool_filter2', 'of', 'depth', 'coverage', 'compute', 'breadth', 'both', 'and']",-1,vcffilter the samtool_filter2 of depth coverage compute breadth both and,"[574, 288, 610]","[[], [], []]",0.94163376
544,f202add6857fabbe.json,[],"['Galaxy 101 tutorial', 'Exons', 'Input dataset', 'SNPS', 'Input dataset', 'inputA', 'reduce_or_iterate', 'bedtools Intersect intervals', 'output', 'bedtools', 'in_file', 'Datamash', 'out_file', 'datamash_ops', 'input', 'Sort', 'out_file1', 'Select first', 'out_file1', 'Compare two Datasets', 'out_file1', 'runtime parameter for tool bedtools Intersect intervals', 'runtime parameter for tool bedtools Intersect intervals', 'runtime parameter for tool Datamash', 'runtime parameter for tool Sort', 'Exons', 'SNPS']","['two', 'reduce_or_iterate', 'datasets', 'compare', 'sort', 'exons', 'datamash', '', '', '']",-1,two reduce_or_iterate datasets compare sort exons datamash   ,"[322, 880, 690]","[['aptamer', 'SELEX'], [], []]",0.9101046
